nasa_hour_key,temp_2m_c,rel_humidity_2m_pct,wind_speed_10m_ms,wind_direction_10m_deg,surface_pressure_kpa,precipitation_mm_hr,allsky_surface_solar_downward_wm2,timestamp_utc
2024031818,10.33,93.38,10.52,182.1,99.67,4.56,4.38,2024-03-18 18:00:00+00:00
2024031819,10.25,93.61,10.4,185.0,99.65,1.92,0.0,2024-03-18 19:00:00+00:00
2024031820,10.27,93.85,10.37,186.9,99.64,0.52,0.0,2024-03-18 20:00:00+00:00
2024031821,10.4,93.38,10.83,191.2,99.6,0.53,0.0,2024-03-18 21:00:00+00:00
2024031822,10.41,93.8,10.59,192.5,99.58,0.65,0.0,2024-03-18 22:00:00+00:00
2024031823,10.53,93.78,10.56,196.3,99.56,1.07,0.0,2024-03-18 23:00:00+00:00
2024031900,10.63,93.29,10.44,204.8,99.57,2.82,0.0,2024-03-19 00:00:00+00:00
2024031901,10.33,92.32,10.17,219.0,99.62,2.47,0.0,2024-03-19 01:00:00+00:00
2024031902,9.71,91.59,9.64,233.2,99.73,1.99,0.0,2024-03-19 02:00:00+00:00
2024031903,9.22,90.8,9.21,242.9,99.83,1.28,0.0,2024-03-19 03:00:00+00:00
2024031904,8.86,91.75,8.48,247.8,99.96,0.77,0.0,2024-03-19 04:00:00+00:00
2024031905,8.55,92.51,7.51,251.3,100.07,0.38,0.0,2024-03-19 05:00:00+00:00
2024031906,8.22,93.25,6.57,252.6,100.19,0.24,0.0,2024-03-19 06:00:00+00:00
2024031907,8.29,93.64,5.86,251.0,100.3,0.2,54.55,2024-03-19 07:00:00+00:00
2024031908,8.82,92.84,5.13,246.1,100.41,0.23,139.75,2024-03-19 08:00:00+00:00
2024031909,9.54,89.18,4.64,252.4,100.49,0.29,236.7,2024-03-19 09:00:00+00:00
2024031910,10.21,85.57,4.09,257.7,100.56,0.3,325.95,2024-03-19 10:00:00+00:00
2024031911,10.81,82.75,3.54,254.9,100.6,0.39,392.65,2024-03-19 11:00:00+00:00
2024031912,11.32,80.26,3.12,248.0,100.64,0.57,434.58,2024-03-19 12:00:00+00:00
2024031913,11.61,78.28,2.69,239.3,100.67,0.98,338.52,2024-03-19 13:00:00+00:00
2024031914,11.66,77.33,2.24,228.1,100.68,1.5,287.45,2024-03-19 14:00:00+00:00
2024031915,11.47,80.21,1.72,207.0,100.68,2.16,224.7,2024-03-19 15:00:00+00:00
2024031916,11.0,84.11,1.75,180.3,100.7,2.17,140.02,2024-03-19 16:00:00+00:00
2024031917,10.34,90.21,2.02,164.2,100.72,2.15,62.53,2024-03-19 17:00:00+00:00
2024031918,9.78,92.22,2.42,162.2,100.75,3.13,7.12,2024-03-19 18:00:00+00:00
2024031919,9.5,93.85,2.79,166.3,100.76,3.84,0.0,2024-03-19 19:00:00+00:00
2024031920,9.28,95.28,3.13,170.8,100.79,5.72,0.0,2024-03-19 20:00:00+00:00
2024031921,9.06,96.17,3.3,175.8,100.81,6.97,0.0,2024-03-19 21:00:00+00:00
2024031922,8.89,96.44,3.11,182.0,100.82,5.46,0.0,2024-03-19 22:00:00+00:00
2024031923,8.62,96.92,2.75,188.4,100.82,3.43,0.0,2024-03-19 23:00:00+00:00
2024032000,8.38,97.18,2.43,192.4,100.79,1.98,0.0,2024-03-20 00:00:00+00:00
2024032001,8.16,97.16,2.1,199.7,100.79,2.42,0.0,2024-03-20 01:00:00+00:00
2024032002,8.04,97.38,1.63,222.0,100.81,6.59,0.0,2024-03-20 02:00:00+00:00
2024032003,8.04,97.26,1.42,263.1,100.85,15.26,0.0,2024-03-20 03:00:00+00:00
2024032004,8.14,96.65,2.19,306.8,100.9,20.06,0.0,2024-03-20 04:00:00+00:00
2024032005,7.91,96.28,3.57,330.1,100.97,16.17,0.0,2024-03-20 05:00:00+00:00
2024032006,7.31,96.45,4.77,344.2,101.04,8.69,2.72,2024-03-20 06:00:00+00:00
2024032007,6.81,96.3,5.75,354.2,101.12,4.42,62.7,2024-03-20 07:00:00+00:00
2024032008,6.72,95.65,6.08,2.7,101.19,2.38,176.88,2024-03-20 08:00:00+00:00
2024032009,7.02,94.07,5.87,7.8,101.24,0.68,267.17,2024-03-20 09:00:00+00:00
2024032010,7.68,90.89,5.72,7.7,101.31,0.23,358.6,2024-03-20 10:00:00+00:00
2024032011,8.61,85.53,5.71,4.2,101.38,0.16,359.3,2024-03-20 11:00:00+00:00
2024032012,9.49,79.96,5.44,0.9,101.43,0.09,466.25,2024-03-20 12:00:00+00:00
2024032013,10.08,76.49,4.96,353.7,101.48,0.06,362.42,2024-03-20 13:00:00+00:00
2024032014,10.39,74.83,4.57,347.5,101.53,0.02,366.98,2024-03-20 14:00:00+00:00
2024032015,10.46,74.49,3.98,351.5,101.54,0.01,245.7,2024-03-20 15:00:00+00:00
2024032016,10.31,76.41,2.66,5.0,101.55,0.01,176.93,2024-03-20 16:00:00+00:00
2024032017,9.71,82.51,1.53,15.9,101.56,0.01,103.15,2024-03-20 17:00:00+00:00
2024032018,9.09,78.08,1.15,6.5,101.63,0.0,14.2,2024-03-20 18:00:00+00:00
2024032019,9.14,75.04,0.29,22.2,101.66,0.0,0.0,2024-03-20 19:00:00+00:00
2024032020,8.31,79.71,0.85,198.4,101.69,0.0,0.0,2024-03-20 20:00:00+00:00
2024032021,7.21,88.36,1.9,223.3,101.75,0.0,0.0,2024-03-20 21:00:00+00:00
2024032022,6.77,90.26,2.72,227.4,101.76,0.0,0.0,2024-03-20 22:00:00+00:00
2024032023,6.61,90.05,3.56,223.5,101.72,0.0,0.0,2024-03-20 23:00:00+00:00
2024032100,6.67,90.12,4.54,217.9,101.65,0.0,0.0,2024-03-21 00:00:00+00:00
2024032101,6.61,91.29,5.51,214.3,101.61,0.0,0.0,2024-03-21 01:00:00+00:00
2024032102,6.44,93.01,5.91,211.5,101.58,0.0,0.0,2024-03-21 02:00:00+00:00
2024032103,6.45,93.79,5.92,210.9,101.59,0.02,0.0,2024-03-21 03:00:00+00:00
2024032104,6.61,93.76,6.04,207.8,101.58,0.11,0.0,2024-03-21 04:00:00+00:00
2024032105,6.8,93.48,6.62,203.3,101.53,0.21,0.0,2024-03-21 05:00:00+00:00
2024032106,7.33,90.89,8.18,209.4,101.48,0.04,2.58,2024-03-21 06:00:00+00:00
2024032107,7.76,89.61,8.89,213.4,101.45,0.0,23.23,2024-03-21 07:00:00+00:00
2024032108,8.35,89.41,8.6,209.0,101.38,0.14,46.53,2024-03-21 08:00:00+00:00
2024032109,9.12,89.02,9.0,207.3,101.33,2.9,73.7,2024-03-21 09:00:00+00:00
2024032110,9.65,87.37,10.2,216.2,101.32,8.74,114.95,2024-03-21 10:00:00+00:00
2024032111,10.07,87.01,10.68,221.4,101.29,5.54,121.82,2024-03-21 11:00:00+00:00
2024032112,10.65,87.57,10.49,223.1,101.25,2.58,169.25,2024-03-21 12:00:00+00:00
2024032113,11.09,88.67,10.16,225.2,101.2,3.5,129.07,2024-03-21 13:00:00+00:00
2024032114,11.32,90.05,9.7,227.3,101.16,3.31,109.1,2024-03-21 14:00:00+00:00
2024032115,11.35,91.28,9.12,228.5,101.13,3.72,126.3,2024-03-21 15:00:00+00:00
2024032116,11.26,92.53,8.47,230.1,101.1,5.72,79.45,2024-03-21 16:00:00+00:00
2024032117,11.13,93.57,7.62,234.7,101.1,8.83,42.45,2024-03-21 17:00:00+00:00
2024032118,10.85,94.97,6.44,242.6,101.12,10.44,8.02,2024-03-21 18:00:00+00:00
2024032119,10.58,94.85,5.93,255.8,101.16,9.95,0.0,2024-03-21 19:00:00+00:00
2024032120,10.2,93.44,5.67,267.1,101.21,5.85,0.0,2024-03-21 20:00:00+00:00
2024032121,9.61,92.64,5.46,269.8,101.21,3.66,0.0,2024-03-21 21:00:00+00:00
2024032122,9.05,92.56,5.62,265.0,101.22,4.23,0.0,2024-03-21 22:00:00+00:00
2024032123,8.66,91.88,6.41,259.5,101.23,3.73,0.0,2024-03-21 23:00:00+00:00
2024032200,8.27,92.12,6.84,256.5,101.22,0.76,0.0,2024-03-22 00:00:00+00:00
2024032201,7.75,93.3,6.88,259.6,101.23,0.25,0.0,2024-03-22 01:00:00+00:00
2024032202,7.16,93.97,6.66,263.8,101.25,0.09,0.0,2024-03-22 02:00:00+00:00
2024032203,6.54,93.73,6.58,264.1,101.25,0.02,0.0,2024-03-22 03:00:00+00:00
2024032204,6.1,93.37,6.93,264.7,101.25,0.02,0.0,2024-03-22 04:00:00+00:00
2024032205,5.72,93.93,7.07,266.7,101.26,0.03,0.0,2024-03-22 05:00:00+00:00
2024032206,5.29,95.36,6.92,267.3,101.3,0.01,8.1,2024-03-22 06:00:00+00:00
2024032207,5.56,94.34,7.27,269.0,101.35,0.01,109.6,2024-03-22 07:00:00+00:00
2024032208,6.36,90.13,7.39,270.1,101.38,0.0,252.95,2024-03-22 08:00:00+00:00
2024032209,7.47,82.11,8.35,274.2,101.38,0.01,365.27,2024-03-22 09:00:00+00:00
2024032210,8.28,76.04,9.43,278.8,101.35,0.03,445.75,2024-03-22 10:00:00+00:00
2024032211,8.82,74.28,9.88,280.0,101.31,0.17,483.05,2024-03-22 11:00:00+00:00
2024032212,8.96,73.55,10.1,280.3,101.27,0.3,488.85,2024-03-22 12:00:00+00:00
2024032213,8.84,73.84,10.32,280.9,101.23,0.53,449.3,2024-03-22 13:00:00+00:00
2024032214,8.7,74.07,10.29,281.6,101.18,0.65,407.35,2024-03-22 14:00:00+00:00
2024032215,8.46,74.96,10.08,282.7,101.13,0.73,319.7,2024-03-22 15:00:00+00:00
2024032216,7.99,78.28,9.6,281.8,101.11,1.18,214.2,2024-03-22 16:00:00+00:00
2024032217,7.24,82.86,9.32,278.9,101.09,1.33,114.32,2024-03-22 17:00:00+00:00
2024032218,6.43,86.93,9.29,276.9,101.09,1.24,16.75,2024-03-22 18:00:00+00:00
2024032219,5.87,89.32,9.49,276.0,101.1,0.97,0.0,2024-03-22 19:00:00+00:00
2024032220,5.48,90.51,9.78,275.4,101.09,1.14,0.0,2024-03-22 20:00:00+00:00
2024032221,5.22,91.41,10.01,274.8,101.07,1.27,0.0,2024-03-22 21:00:00+00:00
2024032222,4.97,92.25,10.12,274.3,101.03,1.75,0.0,2024-03-22 22:00:00+00:00
2024032223,4.78,92.69,10.19,273.2,101.0,1.72,0.0,2024-03-22 23:00:00+00:00
2024032300,4.63,92.69,10.29,271.8,100.96,1.56,0.0,2024-03-23 00:00:00+00:00
2024032301,4.52,92.62,10.19,270.4,100.94,1.03,0.0,2024-03-23 01:00:00+00:00
2024032302,4.44,92.71,10.03,269.4,100.89,0.52,0.0,2024-03-23 02:00:00+00:00
2024032303,4.45,92.78,9.75,268.9,100.82,0.44,0.0,2024-03-23 03:00:00+00:00
2024032304,4.43,93.05,9.39,267.1,100.77,0.72,0.0,2024-03-23 04:00:00+00:00
2024032305,4.34,93.78,9.28,263.1,100.71,1.65,0.0,2024-03-23 05:00:00+00:00
2024032306,4.5,93.44,9.88,261.3,100.65,3.09,4.95,2024-03-23 06:00:00+00:00
2024032307,4.92,92.17,10.76,264.4,100.6,4.55,86.95,2024-03-23 07:00:00+00:00
2024032308,5.36,91.34,11.32,271.7,100.57,2.87,217.48,2024-03-23 08:00:00+00:00
2024032309,5.91,89.99,11.36,281.2,100.57,3.12,302.38,2024-03-23 09:00:00+00:00
2024032310,6.73,85.7,11.3,290.1,100.58,1.9,428.95,2024-03-23 10:00:00+00:00
2024032311,7.21,79.13,11.14,294.1,100.58,0.71,469.83,2024-03-23 11:00:00+00:00
2024032312,7.75,72.14,11.36,296.3,100.58,0.11,492.65,2024-03-23 12:00:00+00:00
2024032313,8.27,69.48,11.53,297.9,100.57,0.11,454.85,2024-03-23 13:00:00+00:00
2024032314,8.41,71.58,11.58,297.1,100.55,0.2,414.4,2024-03-23 14:00:00+00:00
2024032315,8.35,75.37,11.56,294.8,100.54,0.19,319.8,2024-03-23 15:00:00+00:00
2024032316,8.13,79.03,11.45,291.6,100.54,0.3,219.18,2024-03-23 16:00:00+00:00
2024032317,7.58,83.6,11.32,288.6,100.56,0.45,118.0,2024-03-23 17:00:00+00:00
2024032318,6.9,88.1,11.13,287.8,100.58,0.5,17.48,2024-03-23 18:00:00+00:00
2024032319,6.52,90.95,10.81,287.5,100.6,0.44,0.0,2024-03-23 19:00:00+00:00
2024032320,6.32,92.57,10.38,287.7,100.63,0.38,0.0,2024-03-23 20:00:00+00:00
2024032321,6.12,93.87,9.97,287.7,100.65,0.42,0.0,2024-03-23 21:00:00+00:00
2024032322,5.87,95.34,9.3,285.6,100.65,0.45,0.0,2024-03-23 22:00:00+00:00
2024032323,5.68,96.08,9.05,284.5,100.65,0.49,0.0,2024-03-23 23:00:00+00:00
2024032400,5.58,96.4,9.04,287.3,100.65,0.5,0.0,2024-03-24 00:00:00+00:00
2024032401,5.46,96.7,8.72,288.3,100.68,0.38,0.0,2024-03-24 01:00:00+00:00
2024032402,5.34,96.98,8.37,289.2,100.7,0.44,0.0,2024-03-24 02:00:00+00:00
2024032403,5.24,96.94,8.16,289.1,100.7,0.44,0.0,2024-03-24 03:00:00+00:00
2024032404,5.16,96.76,7.86,289.1,100.71,0.4,0.0,2024-03-24 04:00:00+00:00
2024032405,5.1,97.0,7.45,287.8,100.73,0.36,0.0,2024-03-24 05:00:00+00:00
2024032406,5.12,96.87,7.07,287.7,100.74,0.27,7.43,2024-03-24 06:00:00+00:00
2024032407,5.33,96.54,6.55,287.1,100.73,0.19,66.62,2024-03-24 07:00:00+00:00
2024032408,5.84,95.45,6.09,285.0,100.74,0.2,141.98,2024-03-24 08:00:00+00:00
2024032409,6.97,91.18,5.75,289.3,100.73,0.24,209.75,2024-03-24 09:00:00+00:00
2024032410,8.15,84.25,4.95,291.8,100.71,0.26,298.38,2024-03-24 10:00:00+00:00
2024032411,8.96,78.46,4.17,285.4,100.69,0.22,408.8,2024-03-24 11:00:00+00:00
2024032412,9.47,75.77,3.63,269.8,100.63,0.23,434.88,2024-03-24 12:00:00+00:00
2024032413,9.72,75.65,3.21,250.9,100.56,0.14,420.45,2024-03-24 13:00:00+00:00
2024032414,9.83,76.07,3.12,230.1,100.45,0.11,345.9,2024-03-24 14:00:00+00:00
2024032415,9.78,76.52,3.29,211.3,100.35,0.31,266.42,2024-03-24 15:00:00+00:00
2024032416,9.43,79.35,3.54,193.6,100.26,1.23,180.55,2024-03-24 16:00:00+00:00
2024032417,8.81,84.07,3.93,176.6,100.16,2.3,85.38,2024-03-24 17:00:00+00:00
2024032418,8.08,88.1,4.91,165.0,100.05,3.14,12.65,2024-03-24 18:00:00+00:00
2024032419,7.64,91.29,6.01,157.5,99.95,5.28,0.0,2024-03-24 19:00:00+00:00
2024032420,7.33,92.97,7.0,151.6,99.82,9.85,0.0,2024-03-24 20:00:00+00:00
2024032421,7.22,94.33,7.67,145.8,99.68,20.61,0.0,2024-03-24 21:00:00+00:00
2024032422,7.34,95.13,8.22,144.1,99.54,34.26,0.0,2024-03-24 22:00:00+00:00
2024032423,7.7,95.69,8.45,143.2,99.39,36.5,0.0,2024-03-24 23:00:00+00:00
2024032500,8.1,95.77,8.93,144.4,99.25,46.66,0.0,2024-03-25 00:00:00+00:00
2024032501,8.45,95.11,9.42,150.7,99.12,55.64,0.0,2024-03-25 01:00:00+00:00
2024032502,8.48,94.52,9.42,153.6,99.0,53.02,0.0,2024-03-25 02:00:00+00:00
2024032503,8.49,94.34,9.25,154.8,98.88,39.75,0.0,2024-03-25 03:00:00+00:00
2024032504,8.54,94.5,8.9,154.6,98.79,21.49,0.0,2024-03-25 04:00:00+00:00
2024032505,8.52,94.96,8.36,152.0,98.69,13.34,0.0,2024-03-25 05:00:00+00:00
2024032506,8.41,94.9,8.04,146.9,98.63,18.85,4.0,2024-03-25 06:00:00+00:00
2024032507,8.25,94.02,8.4,145.1,98.58,31.58,32.58,2024-03-25 07:00:00+00:00
2024032508,8.09,93.85,8.78,144.9,98.55,30.0,72.2,2024-03-25 08:00:00+00:00
2024032509,8.3,93.8,8.77,144.0,98.53,15.41,154.27,2024-03-25 09:00:00+00:00
2024032510,8.74,93.38,8.79,142.9,98.51,7.67,210.98,2024-03-25 10:00:00+00:00
2024032511,9.1,92.75,8.84,141.5,98.48,6.78,246.32,2024-03-25 11:00:00+00:00
2024032512,9.4,91.68,8.8,140.4,98.47,3.74,290.2,2024-03-25 12:00:00+00:00
2024032513,9.72,90.75,8.49,137.7,98.45,3.51,216.35,2024-03-25 13:00:00+00:00
2024032514,9.93,89.98,8.24,136.3,98.44,3.58,240.88,2024-03-25 14:00:00+00:00
2024032515,9.95,89.73,7.89,136.6,98.44,2.85,187.65,2024-03-25 15:00:00+00:00
2024032516,9.64,91.11,6.89,134.2,98.46,3.06,121.9,2024-03-25 16:00:00+00:00
2024032517,9.21,93.02,6.16,131.2,98.5,2.73,58.78,2024-03-25 17:00:00+00:00
2024032518,8.56,94.43,5.48,131.5,98.55,2.38,11.98,2024-03-25 18:00:00+00:00
2024032519,8.05,95.17,4.83,130.0,98.6,2.38,0.0,2024-03-25 19:00:00+00:00
2024032520,7.83,95.46,4.21,124.3,98.63,1.58,0.0,2024-03-25 20:00:00+00:00
2024032521,7.79,95.45,3.87,117.6,98.66,1.51,0.0,2024-03-25 21:00:00+00:00
2024032522,7.64,94.94,3.69,112.6,98.67,2.05,0.0,2024-03-25 22:00:00+00:00
2024032523,7.52,94.8,3.49,102.4,98.67,2.33,0.0,2024-03-25 23:00:00+00:00
2024032600,7.35,94.67,3.5,89.2,98.65,1.87,0.0,2024-03-26 00:00:00+00:00
2024032601,7.3,94.49,3.72,77.3,98.6,1.36,0.0,2024-03-26 01:00:00+00:00
2024032602,7.36,94.51,4.05,67.9,98.55,1.21,0.0,2024-03-26 02:00:00+00:00
2024032603,7.46,94.43,4.34,61.2,98.51,1.58,0.0,2024-03-26 03:00:00+00:00
2024032604,7.5,95.06,4.51,53.7,98.48,3.42,0.0,2024-03-26 04:00:00+00:00
2024032605,7.58,95.42,4.82,48.3,98.45,7.1,0.0,2024-03-26 05:00:00+00:00
2024032606,7.6,95.42,5.03,45.7,98.43,9.84,6.72,2024-03-26 06:00:00+00:00
2024032607,7.71,95.13,5.32,45.7,98.41,8.81,54.35,2024-03-26 07:00:00+00:00
2024032608,7.89,94.39,5.84,49.7,98.39,6.61,116.82,2024-03-26 08:00:00+00:00
2024032609,8.23,92.9,6.3,58.6,98.34,5.17,183.18,2024-03-26 09:00:00+00:00
2024032610,8.71,90.15,6.52,68.6,98.28,5.02,65.78,2024-03-26 10:00:00+00:00
2024032611,9.04,87.68,6.56,76.0,98.2,3.48,157.5,2024-03-26 11:00:00+00:00
2024032612,9.24,85.88,6.57,81.3,98.09,1.74,112.47,2024-03-26 12:00:00+00:00
2024032613,9.27,84.82,6.58,88.1,98.0,1.44,115.05,2024-03-26 13:00:00+00:00
2024032614,9.23,84.43,6.59,94.9,97.9,1.86,95.28,2024-03-26 14:00:00+00:00
2024032615,8.99,85.58,6.22,98.7,97.8,2.67,86.22,2024-03-26 15:00:00+00:00
2024032616,8.7,88.59,5.64,101.3,97.72,3.7,65.3,2024-03-26 16:00:00+00:00
2024032617,8.38,91.45,5.21,104.9,97.63,4.09,40.2,2024-03-26 17:00:00+00:00
2024032618,8.05,92.87,5.14,111.7,97.56,3.73,9.82,2024-03-26 18:00:00+00:00
2024032619,7.75,93.53,5.25,117.8,97.48,2.7,0.0,2024-03-26 19:00:00+00:00
2024032620,7.56,93.78,5.52,122.2,97.4,1.96,0.0,2024-03-26 20:00:00+00:00
2024032621,7.47,93.37,5.75,123.8,97.31,1.98,0.0,2024-03-26 21:00:00+00:00
2024032622,7.38,92.8,6.17,123.6,97.21,2.56,0.0,2024-03-26 22:00:00+00:00
2024032623,7.26,93.0,6.58,121.8,97.1,3.03,0.0,2024-03-26 23:00:00+00:00
2024032700,7.19,93.35,7.06,119.0,97.0,3.95,0.0,2024-03-27 00:00:00+00:00
2024032701,7.15,93.34,7.34,117.6,96.88,3.97,0.0,2024-03-27 01:00:00+00:00
2024032702,7.12,93.58,7.51,117.8,96.77,3.87,0.0,2024-03-27 02:00:00+00:00
2024032703,7.17,93.76,7.49,117.6,96.66,4.6,0.0,2024-03-27 03:00:00+00:00
2024032704,7.24,93.98,7.68,114.7,96.57,6.3,0.0,2024-03-27 04:00:00+00:00
2024032705,7.28,94.08,8.21,114.2,96.48,7.03,0.0,2024-03-27 05:00:00+00:00
2024032706,7.23,94.63,8.68,114.3,96.4,8.68,9.05,2024-03-27 06:00:00+00:00
2024032707,7.2,94.76,8.53,123.2,96.32,11.72,67.82,2024-03-27 07:00:00+00:00
2024032708,7.11,93.77,8.33,146.7,96.28,19.41,158.68,2024-03-27 08:00:00+00:00
2024032709,6.93,90.02,8.46,170.0,96.29,11.77,246.95,2024-03-27 09:00:00+00:00
2024032710,7.09,82.52,8.54,183.4,96.33,2.93,321.17,2024-03-27 10:00:00+00:00
2024032711,7.6,75.31,8.68,180.5,96.38,0.41,471.12,2024-03-27 11:00:00+00:00
2024032712,7.82,72.34,9.35,171.1,96.44,0.53,467.58,2024-03-27 12:00:00+00:00
2024032713,7.71,73.77,9.98,166.0,96.46,1.7,446.67,2024-03-27 13:00:00+00:00
2024032714,7.47,77.82,10.2,167.7,96.46,2.89,351.52,2024-03-27 14:00:00+00:00
2024032715,7.26,81.06,9.65,175.2,96.46,2.14,280.98,2024-03-27 15:00:00+00:00
2024032716,6.84,83.3,9.13,183.6,96.49,2.28,193.65,2024-03-27 16:00:00+00:00
2024032717,5.96,85.77,8.61,185.2,96.56,1.88,112.9,2024-03-27 17:00:00+00:00
2024032718,5.42,86.89,7.72,177.5,96.64,1.82,24.42,2024-03-27 18:00:00+00:00
2024032719,5.38,85.97,6.96,164.7,96.7,2.08,0.0,2024-03-27 19:00:00+00:00
2024032720,5.36,85.77,6.39,153.9,96.72,2.59,0.0,2024-03-27 20:00:00+00:00
2024032721,5.17,87.09,6.23,148.2,96.73,3.65,0.0,2024-03-27 21:00:00+00:00
2024032722,4.87,87.86,5.75,146.6,96.73,5.02,0.0,2024-03-27 22:00:00+00:00
2024032723,4.56,88.11,5.06,141.0,96.69,3.4,0.0,2024-03-27 23:00:00+00:00
2024032800,4.43,88.69,4.79,132.4,96.65,2.67,0.0,2024-03-28 00:00:00+00:00
2024032801,4.47,89.89,4.52,125.9,96.63,2.71,0.0,2024-03-28 01:00:00+00:00
2024032802,4.49,91.56,4.14,118.7,96.58,2.2,0.0,2024-03-28 02:00:00+00:00
2024032803,4.47,92.57,3.77,112.5,96.55,2.61,0.0,2024-03-28 03:00:00+00:00
2024032804,4.63,92.78,3.02,110.5,96.52,4.17,0.0,2024-03-28 04:00:00+00:00
2024032805,4.74,91.67,1.95,101.8,96.48,4.85,0.0,2024-03-28 05:00:00+00:00
2024032806,4.75,90.85,1.04,58.8,96.43,7.92,12.45,2024-03-28 06:00:00+00:00
2024032807,4.69,92.46,0.97,356.5,96.4,13.07,88.22,2024-03-28 07:00:00+00:00
2024032808,4.76,92.56,1.78,316.4,96.42,15.61,184.15,2024-03-28 08:00:00+00:00
2024032809,4.64,93.37,2.07,290.1,96.45,10.18,259.52,2024-03-28 09:00:00+00:00
2024032810,5.09,91.21,1.82,261.8,96.47,2.96,341.42,2024-03-28 10:00:00+00:00
2024032811,6.23,83.14,1.65,225.7,96.47,0.62,434.38,2024-03-28 11:00:00+00:00
2024032812,7.64,73.68,1.69,182.0,96.46,0.13,446.73,2024-03-28 12:00:00+00:00
2024032813,8.48,68.18,1.86,144.2,96.43,0.13,471.38,2024-03-28 13:00:00+00:00
2024032814,8.89,66.44,1.98,107.6,96.42,0.47,418.83,2024-03-28 14:00:00+00:00
2024032815,8.91,66.63,2.18,67.1,96.43,0.82,324.48,2024-03-28 15:00:00+00:00
2024032816,8.74,68.11,2.71,31.1,96.46,1.12,222.3,2024-03-28 16:00:00+00:00
2024032817,8.27,75.02,2.99,10.2,96.53,1.01,122.6,2024-03-28 17:00:00+00:00
2024032818,7.4,77.27,2.8,353.4,96.61,0.53,25.38,2024-03-28 18:00:00+00:00
2024032819,6.76,76.91,2.29,326.4,96.71,0.18,0.0,2024-03-28 19:00:00+00:00
2024032820,6.0,79.31,2.18,284.6,96.81,0.04,0.0,2024-03-28 20:00:00+00:00
2024032821,5.35,81.3,2.56,251.6,96.89,0.01,0.0,2024-03-28 21:00:00+00:00
2024032822,4.8,83.82,3.02,227.3,96.96,0.0,0.0,2024-03-28 22:00:00+00:00
2024032823,4.36,87.42,3.5,206.6,97.02,0.0,0.0,2024-03-28 23:00:00+00:00
2024032900,4.15,91.4,3.83,190.4,97.06,0.0,0.0,2024-03-29 00:00:00+00:00
2024032901,4.36,94.73,4.04,179.1,97.08,0.08,0.0,2024-03-29 01:00:00+00:00
2024032902,4.9,96.24,4.18,172.7,97.09,0.65,0.0,2024-03-29 02:00:00+00:00
2024032903,5.35,95.52,4.19,167.2,97.08,1.79,0.0,2024-03-29 03:00:00+00:00
2024032904,5.69,94.81,4.4,161.6,97.08,2.68,0.0,2024-03-29 04:00:00+00:00
2024032905,5.91,94.72,4.71,156.8,97.09,5.09,0.0,2024-03-29 05:00:00+00:00
2024032906,6.28,94.29,5.3,157.9,97.1,7.16,14.05,2024-03-29 06:00:00+00:00
2024032907,7.16,93.97,5.64,164.3,97.13,6.39,90.07,2024-03-29 07:00:00+00:00
2024032908,8.0,92.24,5.54,175.3,97.17,6.06,170.43,2024-03-29 08:00:00+00:00
2024032909,8.84,86.62,5.27,187.2,97.22,3.96,242.82,2024-03-29 09:00:00+00:00
2024032910,9.44,81.37,4.91,190.1,97.24,2.89,417.38,2024-03-29 10:00:00+00:00
2024032911,9.85,77.9,4.83,183.6,97.26,2.84,442.15,2024-03-29 11:00:00+00:00
2024032912,10.06,76.07,4.99,175.9,97.28,2.89,462.52,2024-03-29 12:00:00+00:00
2024032913,10.2,75.87,4.81,173.2,97.3,2.78,426.48,2024-03-29 13:00:00+00:00
2024032914,10.35,76.6,4.24,175.3,97.3,2.38,364.52,2024-03-29 14:00:00+00:00
2024032915,10.44,77.75,3.8,182.0,97.32,1.68,265.27,2024-03-29 15:00:00+00:00
2024032916,10.33,80.95,3.53,187.2,97.35,2.1,173.38,2024-03-29 16:00:00+00:00
2024032917,9.79,87.18,3.28,187.7,97.4,2.41,97.1,2024-03-29 17:00:00+00:00
2024032918,8.77,90.97,4.03,188.7,97.47,2.34,20.4,2024-03-29 18:00:00+00:00
2024032919,8.23,93.18,5.12,190.5,97.57,2.8,0.0,2024-03-29 19:00:00+00:00
2024032920,7.91,94.44,6.15,192.8,97.66,2.99,0.0,2024-03-29 20:00:00+00:00
2024032921,7.5,95.1,6.66,196.6,97.74,2.62,0.0,2024-03-29 21:00:00+00:00
2024032922,7.1,95.49,6.66,201.3,97.81,1.99,0.0,2024-03-29 22:00:00+00:00
2024032923,6.76,95.91,6.28,204.2,97.88,1.08,0.0,2024-03-29 23:00:00+00:00
2024033000,6.54,95.97,5.88,207.4,97.93,0.67,0.0,2024-03-30 00:00:00+00:00
2024033001,6.3,96.14,5.31,206.3,97.97,0.56,0.0,2024-03-30 01:00:00+00:00
2024033002,6.2,95.54,5.16,202.3,98.02,0.52,0.0,2024-03-30 02:00:00+00:00
2024033003,6.11,96.03,5.15,195.5,98.08,0.49,0.0,2024-03-30 03:00:00+00:00
2024033004,6.11,95.91,5.33,193.9,98.13,0.79,0.0,2024-03-30 04:00:00+00:00
2024033005,5.99,95.91,5.2,193.7,98.16,0.93,0.0,2024-03-30 05:00:00+00:00
2024033006,6.01,95.14,5.21,192.6,98.2,0.65,22.88,2024-03-30 06:00:00+00:00
